PARROQUIA;CODIGO_PARROQUIA;NOMBRE;CODIGO_INSTITUCION;TIPO_EDUCACION;SOSTENIMIENTO;ZONA;MODALIDAD;DOCENTES;TOTAL_ESTUDIANTES
TARQUI;090112;CENTRO SOLIDARIO SANTIAGO APOSTOL;09H05922;Popular Permanente;Particular;UrbanaINEC;Presencial;5;0
MILAGRO;091050;JESUS SACRAMENTADO;09H05923;Educación Regular;Particular;UrbanaINEC;Presencial;4;49
TARQUI;090112;COLEGIO A DISTANCIA EUGENIO ESPEJO;09H05924;Popular Permanente;Particular;UrbanaINEC;Semipresencial y A Distancia;2;0
ALFREDO BAQUERIZO MORENO (JUJAN);090250;ADOLFO VILLAMAR;09H05925;Popular Permanente;Fiscal;UrbanaINEC;Presencial;1;0
TARQUI;090112;CENTRO DE FORMACION ARTESANAL PARTICULAR CUTY YCAZA;09H05926;Popular Permanente;Particular;UrbanaINEC;Presencial;1;0
TARQUI;090112;NUEVA ALBORADA;09H05939;Educación Regular;Particular;UrbanaINEC;Presencial;19;395
TARIFA;091651;U E BILINGUE CENTRO EDUCATIVO LA MODERNA   SECUNDARIA;09H05942;Educación Regular;Particular;RuralINEC;Presencial;37;329
TARQUI;090112;CENTRO EDUCATIVO MIRAFLORES ESCUELA;09H05950;Educación Regular;Particular;UrbanaINEC;Presencial;12;146
TARQUI;090112;CENTRO EDUCATIVO MIRAFLORES COLEGIO;09H05951;Educación Regular;Particular;UrbanaINEC;Presencial;26;276
ANGOCHAGUA;100152;FRANCISCO PIZARRO;10B00002;Educación Regular;Fiscal;RuralINEC;Presencial;2;19
ANGOCHAGUA;100152;GONZALO PIZARRO;10B00003;Educación Regular;Fiscal;RuralINEC;Presencial;4;67
ANGOCHAGUA;100152;OSWALDO CHIRIBOGA CHIRIBOGA;10B00004;Educación Regular;Fiscal;RuralINEC;Presencial;4;68
ANGOCHAGUA;100152;CONSTANCIO C VIGIL;10B00005;Educación Regular;Fiscal;RuralINEC;Presencial;10;102
ANGOCHAGUA;100152;MANUEL FREILE LARREA;10B00006;Educación Regular;Fiscal;RuralINEC;Presencial;11;137
CARANQUI;100101;JUAN DE DIOS NAVAS;10B00007;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;86
LA ESPERANZA;100154;GERMAN GRIJALVA TAMAYO;10B00008;Educación Regular;Fiscal;RuralINEC;Presencial;6;82
LA ESPERANZA;100154;VASCO NUÑEZ DE BALBOA;10B00009;Educación Regular;Fiscal;RuralINEC;Presencial;4;60
LA ESPERANZA;100154;JUAN MIGUEL MUÑOZ;10B00010;Educación Regular;Fiscal;RuralINEC;Presencial;6;95
LA ESPERANZA;100154;GRUPO DE CABALLERIA NRO. 36 YAGUACHI;10B00012;Educación Regular;Fiscal;RuralINEC;Presencial;2;71
LA ESPERANZA;100154;PATRICIO ESPINOZA BERMEO;10B00013;Educación Regular;Fiscal;RuralINEC;Presencial;4;77
LA ESPERANZA;100154;SIMON BOLIVAR;10B00014;Educación Regular;Fiscal;RuralINEC;Presencial;2;24
LA ESPERANZA;100154;AURELIO JARAMILLO LEAL;10B00015;Educación Regular;Fiscal;RuralINEC;Presencial;5;60
LITA;100155;TARQUI;10B00016;Educación Regular;Fiscal;RuralINEC;Presencial;1;59
LITA;100155;K+H PI;10B00017;Educación Regular;Fiscal;RuralINEC;Presencial;1;56
SAN ROQUE;100254;BENITO JUAREZ;10B00018;Educación Regular;Fiscal;RuralINEC;Presencial;10;190
SAN ROQUE;100254;CENTRO AGUALONGO DE PAREDES;10B00019;Popular Permanente;Fiscal;RuralINEC;Presencial;1;27
SAN ROQUE;100254;LEONARDO PEREZ MUÑOZ;10B00020;Educación Regular;Fiscal;RuralINEC;Presencial;5;124
SAN ROQUE;100254;ESCUELA CIUDAD DE IBARRA;10B00021;Educación Regular;Fiscal;RuralINEC;Presencial;4;56
SAGRARIO;100301;JOSE DOMINGO ALBUJA;10B00022;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;65
SAGRARIO;100301;JORGE GOMEZ ANDRADE;10B00024;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;52
SAGRARIO;100301;MARCO TULIO HIDROBO;10B00026;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;37
SAGRARIO;100301;MARTIN  ALONSO GONZALEZ LALANNE;10B00027;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;32
SAGRARIO;100301;ALFABETIZACION INTISISA AZAYA;10B00029;Popular Permanente;Fiscal;UrbanaINEC;Presencial;1;15
SAGRARIO;100301;NAZACOTA PUENTO;10B00031;Educación Regular;Fiscal;UrbanaINEC;Presencial;5;112
SAGRARIO;100301;SAN JACINTO;10B00032;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;250
SAGRARIO;100301;RED ESCOLAR COTACACHI;10B00033;No Escolarizada;Fiscal;UrbanaINEC;Presencial;1;0
SAN FRANCISCO;100302;JOSE VASCONCELOS;10B00036;Educación Regular;Fiscal;UrbanaINEC;Presencial;5;99
SAN FRANCISCO;100302;PICHINCHA;10B00037;Educación Regular;Fiscal;UrbanaINEC;Presencial;6;99
SAN FRANCISCO;100302;ENRIQUE VACAS GALINDO;10B00038;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;62
IMANTAG;100353;LUIS ALBERTO MORENO;10B00039;Educación Regular;Fiscal;RuralINEC;Presencial;4;102
IMANTAG;100353;CECIB ALEJO SAES;10B00040;Educación Regular;Fiscal;RuralINEC;Presencial;1;16
IMANTAG;100353;MARCO HERRERA ESCALANTE;10B00041;Educación Regular;Fiscal;RuralINEC;Presencial;1;59
IMANTAG;100353;BERNARDINO ECHEVERRIA;10B00042;Educación Regular;Fiscal;RuralINEC;Presencial;2;50
IMANTAG;100353;PROVINCIA DE EL ORO;10B00043;Educación Regular;Fiscal;RuralINEC;Presencial;9;107
PLAZA GUTIERREZ (CALVARIO);100355;JAIME CHAVEZ GRANJA;10B00045;Educación Regular;Fiscal;RuralINEC;Presencial;2;45
QUIROGA;100356;SEGUNDO LUIS MORENO;10B00046;Educación Regular;Fiscal;RuralINEC;Presencial;3;92
QUIROGA;100356;CUICOCHA;10B00047;Educación Regular;Fiscal;RuralINEC;Presencial;1;12
QUIROGA;100356;VIRGILIO TORRES VALENCIA;10B00048;Educación Regular;Fiscal;RuralINEC;Presencial;1;33
JORDAN;100401;JOSE IGNACIO NARVAEZ;10B00049;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;84
JORDAN;100401;CENTRO DE EDUCACION CAMUENDO;10B00050;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;23
JORDAN;100401;GENERAL PINTAG;10B00051;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;45
JORDAN;100401;PRESBITERO AMABLE HERRERA BOLAÑOS;10B00052;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;176
JORDAN;100401;VICTOR ALEJANDRO JARAMILLO;10B00053;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;326
SAN LUIS;100402;CENTRO EDUCATIVO INTI WACHI;10B00055;Popular Permanente;Fiscal;UrbanaINEC;Presencial;1;44
JORDAN;100401;JORGE ICAZA CORONEL;10B00056;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;39
SAN LUIS;100402;ESCUELA DE PRACTICA DOCENTE ECUADOR;10B00057;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;44
SAN LUIS;100402;CENTRO OCUPACIONAL SANTA MARIANITA;10B00058;No Escolarizada;Fiscomisional;UrbanaINEC;Presencial;0;0
SAN LUIS;100402;CECIB ABELARDO MONCAYO;10B00059;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;22
SAN LUIS;100402;CENTRO PUNYARO;10B00060;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;25
SAN LUIS;100402;CENTRO LA RINCONADA;10B00061;Popular Permanente;Fiscal;UrbanaINEC;Semipresencial;0;20
SAN LUIS;100402;CENTRO DOLORES CACUANGO;10B00063;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;28
SAN LUIS;100402;CENTRO SUMAK YACHAKUY;10B00066;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;19
SAN LUIS;100402;LUIS ULPIANO DE LA TORRE;10B00067;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;379
SAN LUIS;100402;HUMBERTO VACAS GOMEZ;10B00068;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;175
SAN LUIS;100402;SANTA MARIANITA;10B00071;Educación Regular;Particular;UrbanaINEC;Semipresencial;10;228
SAN LUIS;100402;CARLOS ELIAS ALMEIDA;10B00072;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;146
SAN LUIS;100402;PEDRO PINTO GUZMAN;10B00073;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;82
SAN LUIS;100402;SISAY;10B00074;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;19
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;CESAR ANTONIO MOSQUERA;10B00075;Educación Regular;Fiscomisional;RuralINEC;Presencial;24;736
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;UNIDAD EDUCATIVA PEGUCHE;10B00077;Educación Regular;Fiscal;RuralINEC;Presencial;19;377
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;SIN NOMBRE DE AGATO;10B00079;Educación Regular;Fiscal;RuralINEC;Presencial;2;60
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;ALFONSO CISNEROS PAREJA;10B00080;Educación Regular;Fiscal;RuralINEC;Presencial;1;35
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;PEGUCHE;10B00083;Educación Regular;Fiscal;RuralINEC;Presencial;2;48
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;CECIB TAHUANTINSUYO;10B00084;Educación Regular;Fiscal;RuralINEC;Presencial;11;206
EUGENIO ESPEJO (CALPAQUI);100452;NOHEMI MURIEL;10B00085;Educación Regular;Fiscal;RuralINEC;Presencial;2;38
EUGENIO ESPEJO (CALPAQUI);100452;GENERAL ALFONSO JARAMILLO;10B00086;Educación Regular;Fiscal;RuralINEC;Presencial;3;52
JORDAN;100401;MUSHUK YACHAKUKUNA;10B00087;Popular Permanente;Fiscal;UrbanaINEC;Semipresencial;1;18
EUGENIO ESPEJO (CALPAQUI);100452;ALFABETIZACION KILKAY YACHANA WASI;10B00088;Popular Permanente;Fiscal;RuralINEC;Presencial;0;18
EUGENIO ESPEJO (CALPAQUI);100452;MANUEL J CALLE;10B00089;Educación Regular;Fiscal;RuralINEC;Presencial;19;422
EUGENIO ESPEJO (CALPAQUI);100452;RICCHARISHUN;10B00090;Educación Regular;Fiscal;RuralINEC;Presencial;5;84
EUGENIO ESPEJO (CALPAQUI);100452;VICENTE VINICIO LARREA;10B00091;Educación Regular;Fiscal;RuralINEC;Presencial;3;75
EUGENIO ESPEJO (CALPAQUI);100452;NUMA POMPILIO LLONA;10B00092;Educación Regular;Fiscal;RuralINEC;Presencial;8;119
GONZALEZ SUAREZ;100453;PIJAL;10B00093;Educación Regular;Fiscal;RuralINEC;Presencial;2;44
GONZALEZ SUAREZ;100453;PAQUISHA;10B00094;Educación Regular;Fiscal;RuralINEC;Presencial;5;84
GONZALEZ SUAREZ;100453;CAMILO PONCE ENRIQUEZ;10B00095;Educación Regular;Fiscal;RuralINEC;Presencial;2;30
GONZALEZ SUAREZ;100453;CENTRO OCUPACIONAL CENTRO PIJAL;10B00096;Popular Permanente;Fiscal;RuralINEC;Presencial;1;22
GONZALEZ SUAREZ;100453;CENTRO DEL SABER Y ARTE;10B00097;Popular Permanente;Fiscal;RuralINEC;Presencial;0;22
GONZALEZ SUAREZ;100453;CENTRO NUEVO AMANECER;10B00098;Popular Permanente;Fiscal;RuralINEC;Presencial;1;12
GONZALEZ SUAREZ;100453;PROVINCIA DE LOJA;10B00100;Educación Regular;Fiscal;RuralINEC;Presencial;8;157
GONZALEZ SUAREZ;100453;TOMAS RIVADENEIRA;10B00101;Educación Regular;Fiscal;RuralINEC;Presencial;8;163
GONZALEZ SUAREZ;100453;SAN AGUSTIN DE CAJAS;10B00102;Educación Regular;Fiscal;RuralINEC;Presencial;14;201
GONZALEZ SUAREZ;100453;GRANJA ATAHUALPA;10B00103;Educación Regular;Fiscal;RuralINEC;Presencial;7;69
GONZALEZ SUAREZ;100453;FEDERICO GONZALEZ SUAREZ;10B00104;Educación Regular;Fiscal;RuralINEC;Presencial;1;19
SAN JUAN DE ILUMAN;100456;COLEGIO SAN JUAN DE ILUMAN;10B00105;Educación Regular;Fiscal;RuralINEC;Presencial;15;200
SAN JOSE DE QUICHINCHE;100455;CACIQUE JUMANDI;10B00107;Educación Regular;Fiscal;RuralINEC;Presencial;1;20
SAN JOSE DE QUICHINCHE;100455;FRANCISCO FUERES MAYGUA;10B00108;Educación Regular;Fiscal;RuralINEC;Presencial;1;17
SAN JOSE DE QUICHINCHE;100455;HUAYNA FALCON;10B00109;Educación Regular;Fiscal;RuralINEC;Presencial;1;27
SAN JOSE DE QUICHINCHE;100455;PROVINCIA DE TUNGURAHUA;10B00111;Educación Regular;Fiscal;RuralINEC;Presencial;2;34
SAN JOSE DE QUICHINCHE;100455;ESTUARDO JARAMILLO PEREZ;10B00112;Educación Regular;Fiscal;RuralINEC;Presencial;5;82
SAN JOSE DE QUICHINCHE;100455;ANIBAL BUITRON;10B00113;Educación Regular;Fiscal;RuralINEC;Presencial;2;35
SAN JOSE DE QUICHINCHE;100455;SUMAK YACHAKUY;10B00114;Popular Permanente;Fiscal;RuralINEC;Presencial;0;14
SAN JOSE DE QUICHINCHE;100455;JAIME ROLDOS AGUILERA;10B00115;Educación Regular;Fiscal;RuralINEC;Presencial;2;71
SAN JOSE DE QUICHINCHE;100455;YAMBIRO;10B00116;Popular Permanente;Fiscal;RuralINEC;Presencial;0;17
SAN JOSE DE QUICHINCHE;100455;GENERAL ELOY ALFARO;10B00117;Educación Regular;Fiscal;RuralINEC;Presencial;1;8
SAN JOSE DE QUICHINCHE;100455;MANUEL CORDOVA GALARZA;10B00118;Educación Regular;Fiscal;RuralINEC;Presencial;2;50
SAN JOSE DE QUICHINCHE;100455;GENERAL MARCO AURELIO SUBIA;10B00119;Educación Regular;Fiscal;RuralINEC;Presencial;3;95
SAN JOSE DE QUICHINCHE;100455;MAYOR GALO LARREA TORRES;10B00120;Educación Regular;Fiscal;RuralINEC;Presencial;3;62
SAN JOSE DE QUICHINCHE;100455;DOLORES CACUANGO QUILO;10B00121;Educación Regular;Fiscal;RuralINEC;Presencial;5;88
SAN JOSE DE QUICHINCHE;100455;DUCHICELA;10B00122;Educación Regular;Fiscal;RuralINEC;Presencial;2;57
SAN JOSE DE QUICHINCHE;100455;MONSEÑOR LEONIDAS PROAÑO;10B00123;Educación Regular;Fiscal;RuralINEC;Presencial;2;36
SAN JOSE DE QUICHINCHE;100455;GENERAL CACHA;10B00124;Educación Regular;Fiscal;RuralINEC;Presencial;4;60
SAN JOSE DE QUICHINCHE;100455;FERNANDO DAQUILEMA;10B00125;Educación Regular;Fiscal;RuralINEC;Presencial;3;34
SAN JOSE DE QUICHINCHE;100455;CENTRO DE TANGALI;10B00126;Popular Permanente;Fiscal;RuralINEC;Presencial;0;18
SAN JOSE DE QUICHINCHE;100455;SAN LUIS DE MINAS CHUPA;10B00127;Popular Permanente;Fiscal;RuralINEC;Presencial;0;19
SAN JOSE DE QUICHINCHE;100455;PROVINCIA DE PICHINCHA;10B00128;Educación Regular;Fiscal;RuralINEC;Presencial;10;167
SAN JOSE DE QUICHINCHE;100455;GENERAL QUIS QUIS;10B00129;Educación Regular;Fiscal;RuralINEC;Presencial;1;15
SAN JOSE DE QUICHINCHE;100455;ALEJANDRO CHAVEZ;10B00130;Educación Regular;Fiscal;RuralINEC;Presencial;20;440
SAN JOSE DE QUICHINCHE;100455;RED ESCOLAR AUTONOMA DE CENTROS EDUCATIVOS COMUNITARIOS INTEGRAL BIL Q;10B00131;No Escolarizada;Fiscal;RuralINEC;Presencial;1;0
SAN JOSE DE QUICHINCHE;100455;URCUSIQUE;10B00132;Popular Permanente;Fiscal;RuralINEC;Presencial;0;18
SAN JUAN DE ILUMAN;100456;DOMINGO F. SARMIENTO;10B00133;Educación Regular;Fiscal;RuralINEC;Presencial;25;614
SAN JUAN DE ILUMAN;100456;MARIA LARREA FREILE;10B00134;Educación Regular;Fiscal;RuralINEC;Presencial;3;61
SAN JUAN DE ILUMAN;100456;CENTRO KAWSAYMANTA;10B00135;Popular Permanente;Fiscal;RuralINEC;Presencial;0;21
SAN JUAN DE ILUMAN;100456;MODESTO LARREA JIJON;10B00138;Educación Regular;Fiscal;RuralINEC;Presencial;16;309
SAN JUAN DE ILUMAN;100456;CENTRO OCUPACIONAL SAN CARLOS;10B00139;Popular Permanente;Fiscal;RuralINEC;Presencial;0;32
SAN JUAN DE ILUMAN;100456;ESCUELA SAN JOSE DE JAHUAPAMBA;10B00140;Educación Regular;Fiscomisional;RuralINEC;Presencial;5;137
SAN JUAN DE ILUMAN;100456;12 DE NOVIEMBRE;10B00141;Educación Regular;Fiscal;RuralINEC;Presencial;1;32
SAN JUAN DE ILUMAN;100456;SAN LUIS DE AGUALONGO;10B00142;Educación Regular;Fiscal;RuralINEC;Presencial;10;203
SAN PABLO;100457;SUMAK SISA;10B00145;Popular Permanente;Fiscal;RuralINEC;Presencial;0;16
SAN PABLO;100457;YO APRENDO;10B00146;Popular Permanente;Fiscal;RuralINEC;Presencial;0;14
SAN PABLO;100457;CENTRO OCUPACIONAL SUMAK RURAYKUNA;10B00147;Popular Permanente;Fiscal;RuralINEC;Presencial;1;17
SAN PABLO;100457;ESCUELA FISCAL MIXTA DE PRACTICA DOCENTE LUIS WANDEMBERG;10B00149;Educación Regular;Fiscal;RuralINEC;Presencial;2;62
SAN PABLO;100457;JULIAN JUEZ VICENTE;10B00150;Educación Regular;Fiscal;RuralINEC;Presencial;4;97
SAN PABLO;100457;GERARDO GUEVARA BARBA;10B00151;Educación Regular;Fiscal;RuralINEC;Presencial;2;37
SAN PABLO;100457;GALO PLAZA LASSO;10B00152;Educación Regular;Fiscal;RuralINEC;Presencial;19;371
SAN PABLO;100457;TARQUINO IDROBO;10B00153;Educación Regular;Fiscal;RuralINEC;Presencial;3;83
SAN RAFAEL;100458;IMBAYA;10B00154;Educación Regular;Fiscal;RuralINEC;Presencial;8;125
SAN RAFAEL;100458;COLEGIO TÉCNICO INTERCULTURAL BILINGUE JOSE PEDRO MALDONADO DUQUE;10B00155;Educación Regular;Fiscal;RuralINEC;Presencial;17;146
SAN RAFAEL;100458;GONZALO RUBIO ORBE;10B00156;Educación Regular;Fiscal;RuralINEC;Presencial;2;33
SAN RAFAEL;100458;CENTRO DE ALFABETIZACION  SAN RAFAEL;10B00157;Popular Permanente;Fiscal;RuralINEC;Presencial;0;24
SAN RAFAEL;100458;PROVINCIA DE IMBABURA;10B00158;Educación Regular;Fiscal;RuralINEC;Presencial;3;30
SAN RAFAEL;100458;RUMI TULA;10B00159;Educación Regular;Fiscal;RuralINEC;Presencial;4;60
SAN RAFAEL;100458;JUAN FRANCISCO CEVALLOS;10B00160;Educación Regular;Fiscal;RuralINEC;Presencial;8;112
MARIANO ACOSTA;100552;DIOGENES PAREDES;10B00161;Educación Regular;Fiscal;RuralINEC;Presencial;2;28
MARIANO ACOSTA;100552;ATAHUALPA;10B00162;Educación Regular;Fiscal;RuralINEC;Presencial;3;61
LA MERCED DE BUENOS AIRES;100652;SAN FRANCISCO DE PALMIRA;10B00163;Educación Regular;Fiscal;RuralINEC;Presencial;2;49
SAN JOSE DE QUICHINCHE;100455;SIN NOMBRE;10B00164;Educación Regular;Particular;RuralINEC;Presencial;8;52
SAN LUIS;100402;JOVENES Y ADULTOS  AZAMA;10B00165;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;90
SAN JOSE DE QUICHINCHE;100455;CACIQUE TITARCO;10B00167;Educación Regular;Fiscal;RuralINEC;Presencial;1;17
SAN JOSE DE QUICHINCHE;100455;ATI PILLAHUASU;10B00168;Educación Regular;Fiscal;RuralINEC;Presencial;4;70
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;QUINCHUQUI BAJO;10B00169;Popular Permanente;Fiscal;RuralINEC;Presencial;0;18
SAN LUIS;100402;CENTRO EDUCATIVO  SANTA MARIANITA;10B00170;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;59
SAN RAFAEL;100458;SUMAK MUYU;10B00171;Popular Permanente;Fiscal;RuralINEC;Presencial;0;16
GONZALEZ SUAREZ;100453;CENTRO OCUPACIONAL CALUQUI BAJO;10B00172;Popular Permanente;Fiscal;RuralINEC;Presencial;0;16
SAN PABLO;100457;EBJA GERARDO GUEVARA BARBA;10B00173;Popular Permanente;Fiscal;RuralINEC;Presencial;0;19
QUIROGA;100356;ARRAYANES;10B00183;Popular Permanente;Fiscal;RuralINEC;Presencial;0;19
QUIROGA;100356;EBJA VIRGILIO TORRES VALENCIA;10B00184;Popular Permanente;Fiscal;RuralINEC;Presencial;0;34
SAGRARIO;100301;SAN PEDRO;10B00185;Popular Permanente;Fiscal;UrbanaINEC;Presencial;1;12
IMANTAG;100353;AMBI GRANDE;10B00186;Popular Permanente;Fiscal;RuralINEC;Presencial;0;14
IMANTAG;100353;EBJA PEDRO FERMIN CEVALLOS;10B00187;Popular Permanente;Fiscal;RuralINEC;Presencial;0;19
IMANTAG;100353;EBJA PROVINCIA DE EL ORO;10B00188;Popular Permanente;Fiscal;RuralINEC;Presencial;0;12
EUGENIO ESPEJO (CALPAQUI);100452;CENTRO CHUCHUQUI;10B00189;Popular Permanente;Fiscal;RuralINEC;Presencial;0;28
JORDAN;100401;COMPANIA SECTOR EL MOLINO;10B00190;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;15
EUGENIO ESPEJO (CALPAQUI);100452;PUCARA ALTO;10B00191;Popular Permanente;Fiscal;RuralINEC;Presencial;0;17
SAN LUIS;100402;GUANANSI;10B00192;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;17
JORDAN;100401;EBJA AMABLE HERRERA;10B00193;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;18
SAN JUAN DE ILUMAN;100456;05 DE MARZO;10B00194;Popular Permanente;Fiscal;RuralINEC;Presencial;0;17
SAN JUAN DE ILUMAN;100456;JAWA PAMBA;10B00195;Popular Permanente;Fiscal;RuralINEC;Presencial;0;27
SAN FRANCISCO;100302;ANRABI;10B00196;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;14
QUIROGA;100356;SAN ANTONIO DEL PUNGE;10B00197;Popular Permanente;Fiscal;RuralINEC;Presencial;0;28
IMANTAG;100353;COLIMBUELA  LUIS ALBERTO MORENO ANDRANGO;10B00198;Popular Permanente;Fiscal;RuralINEC;Presencial;0;14
EUGENIO ESPEJO (CALPAQUI);100452;EBJA RICCHARISHUN;10B00199;Popular Permanente;Fiscal;RuralINEC;Presencial;0;18
SAN FRANCISCO;100302;YACHAKUSHUN;10B00200;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;12
QUIROGA;100356;EL ARENAL;10B00201;Popular Permanente;Fiscal;RuralINEC;Presencial;1;16
JORDAN;100401;CORAZON DE COMPANIA;10B00202;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;18
EUGENIO ESPEJO (CALPAQUI);100452;RUNA SHUNKU;10B00203;Popular Permanente;Fiscal;RuralINEC;Presencial;0;21
DR. MIGUEL EGAS CABEZAS (PEGUCHE);100451;CENTRO AGATO;10B00204;Popular Permanente;Fiscal;RuralINEC;Presencial;0;15
JORDAN;100401;INTI ÑAN;10B00205;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;18
ANGOCHAGUA;100152;LA RINCONADA;10B00206;Popular Permanente;Fiscal;RuralINEC;Presencial;1;23
LA ESPERANZA;100154;CHIRIHUASI;10B00207;Popular Permanente;Fiscal;RuralINEC;Presencial;0;19
JORDAN;100401;TROJALOMA;10B00208;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;23
ANGOCHAGUA;100152;COCHAS;10B00209;Popular Permanente;Fiscal;RuralINEC;Presencial;0;13
LA ESPERANZA;100154;EL ABRA;10B00210;Popular Permanente;Fiscal;RuralINEC;Presencial;0;24
LA ESPERANZA;100154;VERBO DE DIOS;10B00212;Popular Permanente;Fiscal;RuralINEC;Presencial;0;15
CARANQUI;100101;NARANJITO;10B00213;Popular Permanente;Fiscal;UrbanaINEC;Presencial;0;18
ANGOCHAGUA;100152;MAGDALENA;10B00214;Popular Permanente;Fiscal;RuralINEC;Presencial;0;21
SAN JOSE DE QUICHINCHE;100455;MUSHUK YUYARIK;10B00215;Popular Permanente;Fiscal;RuralINEC;Presencial;0;13
LITA;100155;CERRO MEZA;10B00216;Educación Regular;Fiscal;RuralINEC;Presencial;0;17
CARANQUI;100101;PEDRO VICENTE MALDONADO;10H00001;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;10
CARANQUI;100101;SUDAMERICANO;10H00002;Educación Regular;Particular;UrbanaINEC;Presencial;11;110
CARANQUI;100101;OSCAR EFREN REYES;10H00003;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;165
CARANQUI;100101;AGUSTIN CUEVA DAVILA;10H00004;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;159
CARANQUI;100101;MARIA OLIMPIA GUDIÑO VASQUEZ;10H00005;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;201
CARANQUI;100101;AVELINA LASSO DE PLAZA;10H00006;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;47
CARANQUI;100101;MEDARDO PROAÑO ANDRADE;10H00007;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;185
CARANQUI;100101;JOSE NICOLAS VACAS;10H00008;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;329
CARANQUI;100101;UNIDAD ARTESANAL CARANQUI;10H00009;Popular Permanente;Fiscal;UrbanaINEC;Presencial;13;162
CARANQUI;100101;LEOPOLDO N CHAVEZ;10H00010;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;20
CARANQUI;100101;MADRE TERESA BACQ;10H00015;Educación Regular;Particular;UrbanaINEC;Presencial;33;590
CARANQUI;100101;ACADEMIA MILITAR SAN DIEGO;10H00017;Educación Regular;Particular;UrbanaINEC;Presencial;38;520
CARANQUI;100101;SANTA MARIANITA DE JESUS;10H00018;Educación Regular;Particular;UrbanaINEC;Presencial;12;158
CARANQUI;100101;JUAN MIGUEL SUAREZ;10H00019;Educación Regular;Fiscal;UrbanaINEC;Presencial;16;259
CARANQUI;100101;GOTITAS DE MIEL;10H00020;Educación Regular;Particular;UrbanaINEC;Presencial;8;23
CARANQUI;100101;COLEGIO NACIONAL ATAHUALPA;10H00021;Educación Regular;Fiscal;UrbanaINEC;Presencial;35;619
CARANQUI;100101;EDUARD SPRANGER;10H00022;Educación Regular;Particular;UrbanaINEC;Presencial;14;97
GUAYAQUIL DE ALPACHACA;100102;NUESTRA SEÑORA DE LA MERCED;10H00023;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;11;160
GUAYAQUIL DE ALPACHACA;100102;24 DE JUNIO;10H00024;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;232
SAGRARIO;100103;LIDIA SEVILLA LEON;10H00026;Educación Regular;Particular;UrbanaINEC;Presencial;21;230
GUAYAQUIL DE ALPACHACA;100102;GUAYAQUIL;10H00027;Educación Regular;Fiscal;UrbanaINEC;Presencial;19;271
GUAYAQUIL DE ALPACHACA;100102;JOSE TOBAR TOBAR;10H00028;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;141
